WKT,id
"MULTIPOLYGON (((404520.8079848393 3288338.750274727, 404520.8079848393 3288349.867555701, 404529.2161113478 3288349.867555701, 404529.2161113478 3288338.750274727, 404520.8079848393 3288338.750274727)))",OSBSE00509
"MULTIPOLYGON (((404533.0392021675 3288343.21567099, 404533.0392021675 3288352.259731018, 404539.6870548822 3288352.259731018, 404539.6870548822 3288343.21567099, 404533.0392021675 3288343.21567099)))",OSBSE00510
"MULTIPOLYGON (((404521.2357136693 3288314.337747646, 404521.2357136693 3288323.079505022, 404527.6269499977 3288323.079505022, 404527.6269499977 3288314.337747646, 404521.2357136693 3288314.337747646)))",OSBSE00512
"MULTIPOLYGON (((404538.9871960523 3285815.7658, 404538.9871960523 3285826.783163885, 404548.9090909024 3285826.783163885, 404548.9090909024 3285815.7658, 404538.9871960523 3285815.7658)))",OSBSE00104
"MULTIPOLYGON (((404663.1679138079 3285758.483097915, 404663.1679138079 3285766.495790533, 404673.7556308724 3285766.495790533, 404673.7556308724 3285758.483097915, 404663.1679138079 3285758.483097915)))",OSBSE00163
"MULTIPOLYGON (((404702.9697011524 3285889.962419781, 404702.9697011524 3285897.006965122, 404710.0473194745 3285897.006965122, 404710.0473194745 3285889.962419781, 404702.9697011524 3285889.962419781)))",OSBSE00161
"MULTIPOLYGON (((404728.9991674228 3284466.629377216, 404728.9991674228 3284472.421409435, 404736.9136806261 3284472.421409435, 404736.9136806261 3284466.629377216, 404728.9991674228 3284466.629377216)))",OSBSE00287
"MULTIPOLYGON (((404763.804864851 3285772.595669201, 404763.804864851 3285778.548806109, 404769.0436253289 3285778.548806109, 404769.0436253289 3285772.595669201, 404763.804864851 3285772.595669201)))",OSBSE00112
"MULTIPOLYGON (((404767.8398213449 3285806.989107882, 404767.8398213449 3285813.091929289, 404774.1455622332 3285813.091929289, 404774.1455622332 3285806.989107882, 404767.8398213449 3285806.989107882)))",OSBSE00160
"MULTIPOLYGON (((404762.849350981 3284427.540638764, 404762.849350981 3284437.347172362, 404774.7159372135 3284437.347172362, 404774.7159372135 3284427.540638764, 404762.849350981 3284427.540638764)))",OSBSE00055
"MULTIPOLYGON (((404813.659406909 3285847.627401712, 404813.659406909 3285856.139782155, 404822.2413122403 3285856.139782155, 404822.2413122403 3285847.627401712, 404813.659406909 3285847.627401712)))",OSBSE00152
"MULTIPOLYGON (((404838.9999859572 3285832.948355948, 404838.9999859572 3285838.327641963, 404844.126298295 3285838.327641963, 404844.126298295 3285832.948355948, 404838.9999859572 3285832.948355948)))",OSBSE00255
"MULTIPOLYGON (((402417.4590751143 3286409.72427976, 402417.4590751143 3286419.15007986, 402426.2964697922 3286419.15007986, 402426.2964697922 3286409.72427976, 402417.4590751143 3286409.72427976)))",OSBSE00033
"MULTIPOLYGON (((404844.3360735993 3285780.752141782, 404844.3360735993 3285793.147895739, 404856.043909516 3285793.147895739, 404856.043909516 3285780.752141782, 404844.3360735993 3285780.752141782)))",OSBSE00330
"MULTIPOLYGON (((404856.0938894852 3285737.960321574, 404856.0938894852 3285741.916106641, 404861.8954227175 3285741.916106641, 404861.8954227175 3285737.960321574, 404856.0938894852 3285737.960321574)))",OSBSE00156
"MULTIPOLYGON (((404848.5587615696 3285742.424658238, 404848.5587615696 3285752.180575129, 404859.2082620321 3285752.180575129, 404859.2082620321 3285742.424658238, 404848.5587615696 3285742.424658238)))",OSBSE00159
"MULTIPOLYGON (((404855.2230547064 3284482.856451575, 404855.2230547064 3284489.827056899, 404862.0965648601 3284489.827056899, 404862.0965648601 3284482.856451575, 404855.2230547064 3284482.856451575)))",OSBSE00517
"MULTIPOLYGON (((404858.9029420068 3284467.887651595, 404858.9029420068 3284479.838694259, 404870.1777613751 3284479.838694259, 404870.1777613751 3284467.887651595, 404858.9029420068 3284467.887651595)))",OSBSE00518
"MULTIPOLYGON (((402420.7442242553 3286209.865114806, 402420.7442242553 3286217.85835488, 402426.9288720354 3286217.85835488, 402426.9288720354 3286209.865114806, 402420.7442242553 3286209.865114806)))",OSBSE00028
"MULTIPOLYGON (((404883 3284853.939080694, 404883 3284846.947471232, 404873.833610446 3284846.947471232, 404873.833610446 3284853.939080694, 404883 3284853.939080694)))",OSBSE00102
"MULTIPOLYGON (((404880.0095210758 3284555.791307685, 404880.0095210758 3284562.090848173, 404885.3983143213 3284562.090848173, 404885.3983143213 3284555.791307685, 404880.0095210758 3284555.791307685)))",OSBSE00098
"MULTIPOLYGON (((404874.9853047816 3284485.299825983, 404874.9853047816 3284493.987651313, 404884.2013589463 3284493.987651313, 404884.2013589463 3284485.299825983, 404874.9853047816 3284485.299825983)))",OSBSE00520
"MULTIPOLYGON (((404871.9362926339 3284428.49092704, 404871.9362926339 3284438.247994528, 404882.3752105126 3284438.247994528, 404882.3752105126 3284428.49092704, 404871.9362926339 3284428.49092704)))",OSBSE00285
"MULTIPOLYGON (((404883.3992485308 3284446.635486908, 404883.3992485308 3284454.164816533, 404889.6864082961 3284454.164816533, 404889.6864082961 3284446.635486908, 404883.3992485308 3284446.635486908)))",OSBSE00604
"MULTIPOLYGON (((404921.2860463899 3284569.769142443, 404921.2860463899 3284573.235191043, 404925.1354258854 3284573.235191043, 404925.1354258854 3284569.769142443, 404921.2860463899 3284569.769142443)))",OSBSE00097
"MULTIPOLYGON (((404899.6214200195 3284473.240252503, 404899.6214200195 3284480.335023556, 404905.7666498618 3284480.335023556, 404905.7666498618 3284473.240252503, 404899.6214200195 3284473.240252503)))",OSBSE00605
"MULTIPOLYGON (((404904.2566457969 3284462, 404908.1189458444 3284462, 404908.1189458444 3284459.058555235, 404904.2566457969 3284459.058555235, 404904.2566457969 3284462)))",OSBSE00607
"MULTIPOLYGON (((404911.9596270305 3284431.547529315, 404911.9596270305 3284436.394705676, 404919.4182321251 3284436.394705676, 404919.4182321251 3284431.547529315, 404911.9596270305 3284431.547529315)))",OSBSE00053
"MULTIPOLYGON (((402448.2975854424 3286292.935896341, 402448.2975854424 3286299.296296247, 402453.6087051727 3286299.296296247, 402453.6087051727 3286292.935896341, 402448.2975854424 3286292.935896341)))",OSBSE00030
"MULTIPOLYGON (((404941.7970560113 3284521.940778989, 404941.7970560113 3284525.975234373, 404947.1218062455 3284525.975234373, 404947.1218062455 3284521.940778989, 404941.7970560113 3284521.940778989)))",OSBSE00099
"MULTIPOLYGON (((404962.4714901833 3284800.382905208, 404962.4714901833 3284807.262085631, 404969.3718373161 3284807.262085631, 404969.3718373161 3284800.382905208, 404962.4714901833 3284800.382905208)))",OSBSE00103
"MULTIPOLYGON (((404955.9834099231 3284477.459924465, 404955.9834099231 3284484.392021664, 404960.1109181748 3284484.392021664, 404960.1109181748 3284477.459924465, 404955.9834099231 3284477.459924465)))",OSBSE00299
"MULTIPOLYGON (((405014.937112099 3284731, 405021.3426874127 3284731, 405021.3426874127 3284725.39346147, 405014.937112099 3284725.39346147, 405014.937112099 3284731)))",OSBSE00100
"MULTIPOLYGON (((405636.6460356849 3288388.640211035, 405636.6460356849 3288391.286049664, 405640.2443762164 3288391.286049664, 405640.2443762164 3288388.640211035, 405636.6460356849 3288388.640211035)))",OSBSE00319
"MULTIPOLYGON (((405642.916673227 3288386.788124, 405642.916673227 3288390.17479744, 405646.2504298942 3288390.17479744, 405646.2504298942 3288386.788124, 405642.916673227 3288386.788124)))",OSBSE00321
"MULTIPOLYGON (((405664.0745627619 3288344.786317774, 405664.0745627619 3288347.326322854, 405669.3133232424 3288347.326322854, 405669.3133232424 3288344.786317774, 405664.0745627619 3288344.786317774)))",OSBSE00315
"MULTIPOLYGON (((405684.8443959721 3288340.694087368, 405684.8443959721 3288344.265969511, 405688.2575277968 3288344.265969511, 405688.2575277968 3288340.694087368, 405684.8443959721 3288340.694087368)))",OSBSE00317
"MULTIPOLYGON (((405675.8106236903 3288293.831327887, 405675.8106236903 3288297.932377754, 405680.5069872487 3288297.932377754, 405680.5069872487 3288293.831327887, 405675.8106236903 3288293.831327887)))",OSBSE00232
"MULTIPOLYGON (((405688.8237372633 3288262.801480192, 405688.8237372633 3288265.27798515, 405691.2579088002 3288265.27798515, 405691.2579088002 3288262.801480192, 405688.8237372633 3288262.801480192)))",OSBSE00323
"MULTIPOLYGON (((405679.8715422734 3288257.83920985, 405679.8715422734 3288261.113435149, 405686.2215549756 3288261.113435149, 405686.2215549756 3288257.83920985, 405679.8715422734 3288257.83920985)))",OSBSE00326
"MULTIPOLYGON (((405910.4062662076 3287866.424484562, 405910.4062662076 3287874.090849798, 405915.3546772125 3287874.090849798, 405915.3546772125 3287866.424484562, 405910.4062662076 3287866.424484562)))",OSBSE00307
"MULTIPOLYGON (((405966.0659895604 3287791.754624422, 405966.0659895604 3287795.194214636, 405971.304750038 3287795.194214636, 405971.304750038 3287791.754624422, 405966.0659895604 3287791.754624422)))",OSBSE00313
"MULTIPOLYGON (((405970.2373240459 3287945.256951346, 405970.2373240459 3287949.543209915, 405973.9414981202 3287949.543209915, 405973.9414981202 3287945.256951346, 405970.2373240459 3287945.256951346)))",OSBSE00309
"MULTIPOLYGON (((406099.8496446261 3287832.914524801, 406099.8496446261 3287836.221823083, 406103.6199646677 3287836.221823083, 406103.6199646677 3287832.914524801, 406099.8496446261 3287832.914524801)))",OSBSE00281
"MULTIPOLYGON (((406097.254844674 3287823.696174229, 406097.254844674 3287828.028773264, 406103.0234651534 3287828.028773264, 406103.0234651534 3287823.696174229, 406097.254844674 3287823.696174229)))",OSBSE00282
"MULTIPOLYGON (((406113.565249868 3287677.807829275, 406113.565249868 3287686.274512875, 406120.5238054518 3287686.274512875, 406120.5238054518 3287677.807829275, 406113.565249868 3287677.807829275)))",OSBSE00280
"MULTIPOLYGON (((406241.9183920644 3287056.074564949, 406241.9183920644 3287061.746635975, 406249.4171233868 3287061.746635975, 406249.4171233868 3287056.074564949, 406241.9183920644 3287056.074564949)))",OSBSE00597
"MULTIPOLYGON (((406317.3267437759 3287055.598995589, 406317.3267437759 3287060.497275179, 406322.5875552793 3287060.497275179, 406322.5875552793 3287055.598995589, 406317.3267437759 3287055.598995589)))",OSBSE00038
"MULTIPOLYGON (((402427.7864701087 3286238.824977608, 402427.7864701087 3286246.466966974, 402436.1444019153 3286246.466966974, 402436.1444019153 3286238.824977608, 402427.7864701087 3286238.824977608)))",OSBSE00075
"MULTIPOLYGON (((406368.1625642224 3283981.959021472, 406368.1625642224 3283989.922781941, 406375.2883447164 3283989.922781941, 406375.2883447164 3283981.959021472, 406368.1625642224 3283981.959021472)))",OSBSE00527
"MULTIPOLYGON (((406376.0914315779 3283980.838778523, 406376.0914315779 3283987.867267738, 406383.1960752289 3283987.867267738, 406383.1960752289 3283980.838778523, 406376.0914315779 3283980.838778523)))",OSBSE00530
"MULTIPOLYGON (((406375.0389525386 3283977, 406381.7416791043 3283977, 406381.7416791043 3283967.916459323, 406375.0389525386 3283967.916459323, 406375.0389525386 3283977)))",OSBSE00529
"MULTIPOLYGON (((406379.1393554132 3283964.551384303, 406379.1393554132 3283971.764430756, 406387.7204954672 3283971.764430756, 406387.7204954672 3283964.551384303, 406379.1393554132 3283964.551384303)))",OSBSE00531
"MULTIPOLYGON (((402427.2500474516 3283559.187077653, 402427.2500474516 3283566.464068384, 402436.1929820073 3283566.464068384, 402436.1929820073 3283559.187077653, 402427.2500474516 3283559.187077653)))",OSBSE00168
"MULTIPOLYGON (((406331.5503344273 3287078.186832041, 406331.5503344273 3287084.897012114, 406339.5672254639 3287084.897012114, 406339.5672254639 3287078.186832041, 406331.5503344273 3287078.186832041)))",OSBSE00003
"MULTIPOLYGON (((406339.0667561392 3287073.249542431, 406339.0667561392 3287080.382601519, 406344.9505977724 3287080.382601519, 406344.9505977724 3287073.249542431, 406339.0667561392 3287073.249542431)))",OSBSE00303
"MULTIPOLYGON (((406327.5932471725 3287073.430882879, 406327.5932471725 3287081.166379654, 406334.3833696373 3287081.166379654, 406334.3833696373 3287073.430882879, 406327.5932471725 3287073.430882879)))",OSBSE00304
"MULTIPOLYGON (((406450.9615696305 3284003.071414455, 406450.9615696305 3284011.14122226, 406457.9090234803 3284011.14122226, 406457.9090234803 3284003.071414455, 406450.9615696305 3284003.071414455)))",OSBSE00016
"MULTIPOLYGON (((406458.0758382584 3284014.782555651, 406458.0758382584 3284019.941940971, 406463.6982453352 3284019.941940971, 406463.6982453352 3284014.782555651, 406458.0758382584 3284014.782555651)))",OSBSE00018
"MULTIPOLYGON (((406470.8163886291 3283978.328537657, 406470.8163886291 3283990.768264847, 406487.2902752546 3283990.768264847, 406487.2902752546 3283978.328537657, 406470.8163886291 3283978.328537657)))",OSBSE00015
"MULTIPOLYGON (((406844.2727383822 3283739.442162067, 406844.2727383822 3283744.87142292, 406850.6266512348 3283744.87142292, 406850.6266512348 3283739.442162067, 406844.2727383822 3283739.442162067)))",OSBSE00337
"MULTIPOLYGON (((406849.1660902819 3284851.302019194, 406849.1660902819 3284858.491515459, 406855.1788406246 3284858.491515459, 406855.1788406246 3284851.302019194, 406849.1660902819 3284851.302019194)))",OSBSE00469
"MULTIPOLYGON (((406848.9531137038 3284848, 406861.0687403129 3284848, 406861.0687403129 3284836.822176856, 406848.9531137038 3284836.822176856, 406848.9531137038 3284848)))",OSBSE00470
"MULTIPOLYGON (((406874.8017171901 3284862.128805428, 406874.8017171901 3284868.363808709, 406880.4991575058 3284868.363808709, 406880.4991575058 3284862.128805428, 406874.8017171901 3284862.128805428)))",OSBSE00617
"MULTIPOLYGON (((406872.4739228118 3284811.879369458, 406872.4739228118 3284817.197505094, 406877.3158074974 3284817.197505094, 406877.3158074974 3284811.879369458, 406872.4739228118 3284811.879369458)))",OSBSE00339
"MULTIPOLYGON (((407175.0185167012 3285455.407018612, 407175.0185167012 3285467.397962093, 407186.9139125315 3285467.397962093, 407186.9139125315 3285455.407018612, 407175.0185167012 3285455.407018612)))",OSBSE00639
"MULTIPOLYGON (((402462.8605560079 3286260.833913973, 402462.8605560079 3286266.120299548, 402468.1786916412 3286266.120299548, 402468.1786916412 3286260.833913973, 402462.8605560079 3286260.833913973)))",OSBSE00259
"MULTIPOLYGON (((407269.2499867736 3285140, 407285.3903815871 3285140, 407285.3903815871 3285124.368646315, 407269.2499867736 3285124.368646315, 407269.2499867736 3285140)))",OSBSE00675
"MULTIPOLYGON (((407401.7665857795 3286384.956614462, 407401.7665857795 3286393.861783931, 407410.507139012 3286393.861783931, 407410.507139012 3286384.956614462, 407401.7665857795 3286384.956614462)))",OSBSE00475
"MULTIPOLYGON (((407416.0814925191 3286330.229350071, 407416.0814925191 3286334.533581988, 407421.0154785084 3286334.533581988, 407421.0154785084 3286330.229350071, 407416.0814925191 3286330.229350071)))",OSBSE00487
"MULTIPOLYGON (((407415.4696138935 3286337.022625322, 407415.4696138935 3286343.326425348, 407421.7465309002 3286343.326425348, 407421.7465309002 3286337.022625322, 407415.4696138935 3286337.022625322)))",OSBSE00488
"MULTIPOLYGON (((407424.9443335977 3286370.101657664, 407424.9443335977 3286376.920030707, 407430.9721047399 3286376.920030707, 407430.9721047399 3286370.101657664, 407424.9443335977 3286370.101657664)))",OSBSE00642
"MULTIPOLYGON (((407429.0022277848 3286387, 407435.0437575524 3286387, 407435.0437575524 3286380.066917608, 407429.0022277848 3286380.066917608, 407429.0022277848 3286387)))",OSBSE00643
"MULTIPOLYGON (((407435.0319018413 3286370.119234698, 407435.0319018413 3286376.059954959, 407440.9913681376 3286376.059954959, 407440.9913681376 3286370.119234698, 407435.0319018413 3286370.119234698)))",OSBSE00645
"MULTIPOLYGON (((407431.3452273112 3286361.418725502, 407431.3452273112 3286364.402676687, 407433.4875991544 3286364.402676687, 407433.4875991544 3286361.418725502, 407431.3452273112 3286361.418725502)))",OSBSE00473
"MULTIPOLYGON (((407431.3635196871 3286359.218165418, 407431.3635196871 3286361.490780193, 407434.48643645 3286361.490780193, 407434.48643645 3286359.218165418, 407431.3635196871 3286359.218165418)))",OSBSE00474
"MULTIPOLYGON (((407429.3578882751 3286361.394095886, 407429.3578882751 3286364.500418752, 407431.3855863255 3286364.500418752, 407431.3855863255 3286361.394095886, 407429.3578882751 3286361.394095886)))",OSBSE00476
"MULTIPOLYGON (((407451.1065199299 3286383.254601215, 407451.1065199299 3286386.27340566, 407454.2627749367 3286386.27340566, 407454.2627749367 3286383.254601215, 407451.1065199299 3286383.254601215)))",OSBSE00477
"MULTIPOLYGON (((407449.077258788 3286386.177183072, 407449.077258788 3286390.079368557, 407453.8032452586 3286390.079368557, 407453.8032452586 3286386.177183072, 407449.077258788 3286386.177183072)))",OSBSE00479
"MULTIPOLYGON (((407453.0874186974 3286393, 407457.2398188771 3286393, 407457.2398188771 3286388.348021693, 407453.0874186974 3286388.348021693, 407453.0874186974 3286393)))",OSBSE00480
"MULTIPOLYGON (((407453.9711074501 3286375.023350794, 407453.9711074501 3286380.406166281, 407459.3115852451 3286380.406166281, 407459.3115852451 3286375.023350794, 407453.9711074501 3286375.023350794)))",OSBSE00481
"MULTIPOLYGON (((407456.0984902193 3286383.055433765, 407456.0984902193 3286386.420972717, 407459.1948974237 3286386.420972717, 407459.1948974237 3286383.055433765, 407456.0984902193 3286383.055433765)))",OSBSE00482
"MULTIPOLYGON (((402456.3013555563 3283528.654099921, 402456.3013555563 3283535.850780981, 402460.5876141289 3283535.850780981, 402460.5876141289 3283528.654099921, 402456.3013555563 3283528.654099921)))",OSBSE00167
"MULTIPOLYGON (((402444.3421649711 3283535.427446799, 402444.3421649711 3283542.306627227, 402450.7450944436 3283542.306627227, 402450.7450944436 3283535.427446799, 402444.3421649711 3283535.427446799)))",OSBSE00169
"MULTIPOLYGON (((402448.5225899977 3283528.548266375, 402448.5225899977 3283535.321613256, 402454.3434349734 3283535.321613256, 402454.3434349734 3283528.548266375, 402448.5225899977 3283528.548266375)))",OSBSE00170
"MULTIPOLYGON (((407466.0096207685 3286376.066409018, 407466.0096207685 3286381.366392276, 407472.2552965949 3286381.366392276, 407472.2552965949 3286376.066409018, 407466.0096207685 3286376.066409018)))",OSBSE00483
"MULTIPOLYGON (((407466.0738723174 3286388, 407469.1801892595 3286388, 407469.1801892595 3286384.127084063, 407466.0738723174 3286384.127084063, 407466.0738723174 3286388)))",OSBSE00484
"MULTIPOLYGON (((407473.1127054502 3286373.195544813, 407473.1127054502 3286378.20468659, 407477.1453976131 3286378.20468659, 407477.1453976131 3286373.195544813, 407473.1127054502 3286373.195544813)))",OSBSE00486
"MULTIPOLYGON (((407461.9198603214 3286352.778213779, 407461.9198603214 3286355.946600346, 407465.8259361118 3286355.946600346, 407465.8259361118 3286352.778213779, 407461.9198603214 3286352.778213779)))",OSBSE00485
"MULTIPOLYGON (((407452.9452410291 3286352.75574227, 407452.9452410291 3286356.71091364, 407455.9356484922 3286356.71091364, 407455.9356484922 3286352.75574227, 407452.9452410291 3286352.75574227)))",OSBSE00644
"MULTIPOLYGON (((407497.855001593 3286288.812103277, 407497.855001593 3286293.151278621, 407502.2788437709 3286293.151278621, 407502.2788437709 3286288.812103277, 407497.855001593 3286288.812103277)))",OSBSE00264
"MULTIPOLYGON (((407485.9797706953 3286290.822795361, 407485.9797706953 3286295.916034718, 407491.006864085 3286295.916034718, 407491.006864085 3286290.822795361, 407485.9797706953 3286290.822795361)))",OSBSE00340
"MULTIPOLYGON (((407633.7665008541 3285457.017460932, 407633.7665008541 3285466.701230301, 407644.6408976018 3285466.701230301, 407644.6408976018 3285457.017460932, 407633.7665008541 3285457.017460932)))",OSBSE00013
"MULTIPOLYGON (((407689.1135449503 3285543.66346898, 407689.1135449503 3285555.107068516, 407698.0566448814 3285555.107068516, 407698.0566448814 3285543.66346898, 407689.1135449503 3285543.66346898)))",OSBSE00011
"MULTIPOLYGON (((407678.878434209 3285422.516727893, 407678.878434209 3285425.175795709, 407682.4503163515 3285425.175795709, 407682.4503163515 3285422.516727893, 407678.878434209 3285422.516727893)))",OSBSE00275
"MULTIPOLYGON (((407664.1874031636 3285428.651772242, 407664.1874031636 3285433.017405975, 407669.6246015418 3285433.017405975, 407669.6246015418 3285428.651772242, 407664.1874031636 3285428.651772242)))",OSBSE00276
"MULTIPOLYGON (((407693.048546007 3285423.286762949, 407693.048546007 3285430.637050441, 407700.4306725953 3285430.637050441, 407700.4306725953 3285423.286762949, 407693.048546007 3285423.286762949)))",OSBSE00312
"MULTIPOLYGON (((407710.6481771497 3285421.621657219, 407710.6481771497 3285429.096515918, 407716.4882809397 3285429.096515918, 407716.4882809397 3285421.621657219, 407710.6481771497 3285421.621657219)))",OSBSE00239
"MULTIPOLYGON (((407711 3285372.199944127, 407711 3285378.549956829, 407718.5659815727 3285378.549956829, 407718.5659815727 3285372.199944127, 407711 3285372.199944127)))",OSBSE00229
"MULTIPOLYGON (((402426.6187793149 3286302.786322252, 402426.6187793149 3286312.47185399, 402435.7469225718 3286312.47185399, 402435.7469225718 3286302.786322252, 402426.6187793149 3286302.786322252)))",OSBSE00029
"MULTIPOLYGON (((407742.8100560338 3285450.125130238, 407742.8100560338 3285455.398584925, 407750.1820239045 3285455.398584925, 407750.1820239045 3285450.125130238, 407742.8100560338 3285450.125130238)))",OSBSE00240
"MULTIPOLYGON (((407933.1794895596 3284451.695247496, 407933.1794895596 3284463.006207623, 407941.2019590697 3284463.006207623, 407941.2019590697 3284451.695247496, 407933.1794895596 3284451.695247496)))",OSBSE00019
"MULTIPOLYGON (((408359.7407967122 3285353.99863824, 408359.7407967122 3285357.250673239, 408364.8755675619 3285357.250673239, 408364.8755675619 3285353.99863824, 408359.7407967122 3285353.99863824)))",OSBSE00632
"MULTIPOLYGON (((408409.7583535066 3283614.979225456, 408409.7583535066 3283619.69525539, 408413.7944502308 3283619.69525539, 408413.7944502308 3283614.979225456, 408409.7583535066 3283614.979225456)))",OSBSE00677
"MULTIPOLYGON (((402496.919727587 3286355.89002837, 402496.919727587 3286364.174488309, 402504.2222421933 3286364.174488309, 402504.2222421933 3286355.89002837, 402496.919727587 3286355.89002837)))",OSBSE00266
"MULTIPOLYGON (((408442.9924825897 3283645, 408452.2738962842 3283645, 408452.2738962842 3283634.318263252, 408442.9924825897 3283634.318263252, 408442.9924825897 3283645)))",OSBSE00674
"MULTIPOLYGON (((408437.8474450649 3283605.508467617, 408437.8474450649 3283614.430559809, 408448.0930853362 3283614.430559809, 408448.0930853362 3283605.508467617, 408437.8474450649 3283605.508467617)))",OSBSE00678
"MULTIPOLYGON (((408440.860946575 3283614.289565753, 408440.860946575 3283620.574182548, 408449.6808843761 3283620.574182548, 408449.6808843761 3283614.289565753, 408440.860946575 3283614.289565753)))",OSBSE00679
"MULTIPOLYGON (((402492.2025336835 3286187, 402510 3286187, 402510 3286170.078849842, 402492.2025336835 3286170.078849842, 402492.2025336835 3286187)))",OSBSE00072
"MULTIPOLYGON (((402490.7186591866 3286148.934740714, 402490.7186591866 3286155.413817332, 402498.9080995892 3286155.413817332, 402498.9080995892 3286148.934740714, 402490.7186591866 3286148.934740714)))",OSBSE00290
"MULTIPOLYGON (((402483.793351237 3284290.425339546, 402483.793351237 3284295.393622073, 402490.7016358902 3284295.393622073, 402490.7016358902 3284290.425339546, 402483.793351237 3284290.425339546)))",OSBSE00047
"MULTIPOLYGON (((402494.4626954951 3284195.835124341, 402494.4626954951 3284205.637956444, 402505.0641803703 3284205.637956444, 402505.0641803703 3284195.835124341, 402494.4626954951 3284195.835124341)))",OSBSE00052
"MULTIPOLYGON (((402490.7307154964 3283536.97951432, 402490.7307154964 3283539.122643609, 402493.0722826798 3283539.122643609, 402493.0722826798 3283536.97951432, 402490.7307154964 3283536.97951432)))",OSBSE00122
"MULTIPOLYGON (((402518.742428043 3286301.866180691, 402518.742428043 3286306.240131723, 402523.1353834834 3286306.240131723, 402523.1353834834 3286301.866180691, 402518.742428043 3286301.866180691)))",OSBSE00320
"MULTIPOLYGON (((402517.5406284877 3286178.851182926, 402517.5406284877 3286186.205314649, 402525.0070741198 3286186.205314649, 402525.0070741198 3286178.851182926, 402517.5406284877 3286178.851182926)))",OSBSE00073
"MULTIPOLYGON (((402510 3286178.904252565, 402510 3286184.259557066, 402515.1216027658 3286184.259557066, 402515.1216027658 3286178.904252565, 402510 3286178.904252565)))",OSBSE00289
"MULTIPOLYGON (((402511.0833483558 3286182.919159811, 402511.0833483558 3286189.203026549, 402519.1721026535 3286189.203026549, 402519.1721026535 3286182.919159811, 402511.0833483558 3286182.919159811)))",OSBSE00292
"MULTIPOLYGON (((402517.5440897244 3283505.400719891, 402517.5440897244 3283515.04480168, 402526.8309832997 3283515.04480168, 402526.8309832997 3283505.400719891, 402517.5440897244 3283505.400719891)))",OSBSE00173
"MULTIPOLYGON (((402542.1414297317 3286164.974029449, 402542.1414297317 3286174.268094333, 402553.1144720954 3286174.268094333, 402553.1144720954 3286164.974029449, 402542.1414297317 3286164.974029449)))",OSBSE00068
"MULTIPOLYGON (((402526.4773428587 3284328.796954034, 402526.4773428587 3284334.526898261, 402532.959647493 3284334.526898261, 402532.959647493 3284328.796954034, 402526.4773428587 3284328.796954034)))",OSBSE00048
"MULTIPOLYGON (((402530.633955339 3284237.727569237, 402530.633955339 3284242.390859816, 402535.5949027601 3284242.390859816, 402535.5949027601 3284237.727569237, 402530.633955339 3284237.727569237)))",OSBSE00050
"MULTIPOLYGON (((402530.479173781 3284211.74984367, 402530.479173781 3284215.354798793, 402534.3817857518 3284215.354798793, 402534.3817857518 3284211.74984367, 402530.479173781 3284211.74984367)))",OSBSE00049
"MULTIPOLYGON (((402540.7685261609 3284346.881103973, 402540.7685261609 3284353.231116673, 402547.1979140191 3284353.231116673, 402547.1979140191 3284346.881103973, 402540.7685261609 3284346.881103973)))",OSBSE00271
"MULTIPOLYGON (((402549.7937957463 3284332.966669156, 402549.7937957463 3284339.373624234, 402557.8966765333 3284339.373624234, 402557.8966765333 3284332.966669156, 402549.7937957463 3284332.966669156)))",OSBSE00300
"MULTIPOLYGON (((402551.7795472667 3284295.146952078, 402551.7795472667 3284302.002729958, 402556.6908812522 3284302.002729958, 402556.6908812522 3284295.146952078, 402551.7795472667 3284295.146952078)))",OSBSE00627
"MULTIPOLYGON (((402598.631418867 3284300.185353501, 402598.631418867 3284309.181204827, 402606.0397670174 3284309.181204827, 402606.0397670174 3284300.185353501, 402598.631418867 3284300.185353501)))",OSBSE00274
"MULTIPOLYGON (((402743.9451923324 3284810.032828624, 402743.9451923324 3284819.44110586, 402752.2477800279 3284819.44110586, 402752.2477800279 3284810.032828624, 402743.9451923324 3284810.032828624)))",OSBSE00602
"MULTIPOLYGON (((403287.2889067511 3285864.058783225, 403287.2889067511 3285873.742552588, 403298.4014289771 3285873.742552588, 403298.4014289771 3285864.058783225, 403287.2889067511 3285864.058783225)))",OSBSE00262
"MULTIPOLYGON (((403306.0491486441 3285860.170163382, 403306.0491486441 3285863.99539876, 403308.9551478561 3285863.99539876, 403308.9551478561 3285860.170163382, 403306.0491486441 3285860.170163382)))",OSBSE00193
"MULTIPOLYGON (((403313.9806511667 3285761.156388538, 403313.9806511667 3285765.320937537, 403319.946663859 3285765.320937537, 403319.946663859 3285761.156388538, 403313.9806511667 3285761.156388538)))",OSBSE00179
"MULTIPOLYGON (((403331.0942892045 3285740.259651199, 403331.0942892045 3285745.592744358, 403336.1600018193 3285745.592744358, 403336.1600018193 3285740.259651199, 403331.0942892045 3285740.259651199)))",OSBSE00176
"MULTIPOLYGON (((403335.6040715984 3285741.390332063, 403335.6040715984 3285752.502854286, 403344.8047273618 3285752.502854286, 403344.8047273618 3285741.390332063, 403335.6040715984 3285741.390332063)))",OSBSE00263
"MULTIPOLYGON (((403356.8151693807 3285721.52711382, 403356.8151693807 3285733.155064211, 403366.0156034174 3285733.155064211, 403366.0156034174 3285721.52711382, 403356.8151693807 3285721.52711382)))",OSBSE00177
